frame,x_0,y_0,v_0,x_1,y_1,v_1,x_2,y_2,v_2,x_3,y_3,v_3,x_4,y_4,v_4,x_5,y_5,v_5,x_6,y_6,v_6,x_7,y_7,v_7,x_8,y_8,v_8,x_9,y_9,v_9,x_10,y_10,v_10,x_11,y_11,v_11,x_12,y_12,v_12,x_13,y_13,v_13,x_14,y_14,v_14,x_15,y_15,v_15,x_16,y_16,v_16,x_17,y_17,v_17,x_18,y_18,v_18,x_19,y_19,v_19,x_20,y_20,v_20,x_21,y_21,v_21,x_22,y_22,v_22,x_23,y_23,v_23,x_24,y_24,v_24,x_25,y_25,v_25,x_26,y_26,v_26,x_27,y_27,v_27,x_28,y_28,v_28,x_29,y_29,v_29,x_30,y_30,v_30,x_31,y_31,v_31,x_32,y_32,v_32
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,0.6347736716270447,0.2217538207769394,0.9933271408081055,0.6320998668670654,0.2177416980266571,0.9951724410057068,0.6312047839164734,0.21782319247722626,0.9950567483901978,0.6278148889541626,0.21869301795959473,0.9951410293579102,0.6357005834579468,0.21575874090194702,0.9943428635597229,0.6358148455619812,0.21557959914207458,0.9935770630836487,0.635740339756012,0.21492046117782593,0.9936220645904541,0.6289414763450623,0.22519858181476593,0.9951816201210022,0.6438915729522705,0.2141159623861313,0.9921846389770508,0.6355925798416138,0.22873643040657043,0.9942386150360107,0.6383803486824036,0.22516128420829773,0.9925231337547302,0.6261318325996399,0.2594384551048279,0.9994066953659058,0.6606823205947876,0.23943273723125458,0.9987764954566956,0.6143749952316284,0.28800269961357117,0.8940249085426331,0.673855721950531,0.2773905396461487,0.33631473779678345,0.582091212272644,0.31299570202827454,0.8726654648780823,0.6681334972381592,0.28585708141326904,0.5441526770591736,0.5720128417015076,0.3181013762950897,0.853782057762146,0.6677698493003845,0.28638553619384766,0.5487828254699707,0.5739617347717285,0.30125489830970764,0.847900390625,0.6643521785736084,0.28830793499946594,0.5522004961967468,0.5770685076713562,0.31393441557884216,0.8024782538414001,0.6637265682220459,0.2884052097797394,0.5358318090438843,0.655886173248291,0.365201473236084,0.9998418092727661,0.6721895337104797,0.3530430197715759,0.9997981786727905,0.6852982640266418,0.33522409200668335,0.7760646343231201,0.6902000308036804,0.3474322259426117,0.5884050130844116,0.6890265345573425,0.39844441413879395,0.7020345330238342,0.6923221945762634,0.405722051858902,0.6055657267570496,0.6896652579307556,0.4053991138935089,0.7378448843955994,0.6899222135543823,0.4121353030204773,0.684786856174469,0.6946937441825867,0.4263608753681183,0.7210544943809509,0.7039139270782471,0.44121432304382324,0.6563613414764404
235,0.6369451284408569,0.219940647482872,0.9131069183349609,0.6352314949035645,0.21605557203292847,0.9312465190887451,0.6322931051254272,0.21702200174331665,0.9329118132591248,0.6314231157302856,0.21248753368854523,0.9318576455116272,0.6392002105712891,0.2140102982521057,0.9256033301353455,0.6395422220230103,0.21370351314544678,0.9243581295013428,0.6396740674972534,0.2128468155860901,0.9239274859428406,0.6295417547225952,0.21939483284950256,0.9391421675682068,0.6435431241989136,0.2142142355442047,0.9290879368782043,0.6362931728363037,0.22366763651371002,0.9238530397415161,0.6397748589515686,0.22138255834579468,0.9184646606445312,0.620261549949646,0.25025394558906555,0.9993582963943481,0.6601288914680481,0.23332621157169342,0.9985031485557556,0.6058160066604614,0.28062230348587036,0.8966904282569885,0.6767389178276062,0.2658894956111908,0.30677342414855957,0.5802702307701111,0.3138493001461029,0.8777015805244446,0.6704533696174622,0.2709648311138153,0.49189507961273193,0.5673969984054565,0.31941840052604675,0.8581783771514893,0.6706568002700806,0.2697086036205292,0.4967364966869354,0.5651814341545105,0.30125415325164795,0.8533193469047546,0.6660925149917603,0.2722967863082886,0.4996553361415863,0.5752929449081421,0.3148123621940613,0.8052729964256287,0.6651507616043091,0.27188050746917725,0.48557814955711365,0.6480329632759094,0.350367933511734,0.9998565316200256,0.6709846258163452,0.3367822766304016,0.9998147487640381,0.6631855368614197,0.33775603771209717,0.7308268547058105,0.6802798509597778,0.3474322557449341,0.5517444014549255,0.6818995475769043,0.4054458737373352,0.7041236162185669,0.6913284659385681,0.40572720766067505,0.6111236810684204,0.6853688955307007,0.4128663241863251,0.7568575739860535,0.6900319457054138,0.412134051322937,0.7014257907867432,0.6907549500465393,0.4368025064468384,0.7268359661102295,0.7004459500312805,0.4412349760532379,0.6557446122169495
236,0.6389331817626953,0.2247963845729828,0.8703532814979553,0.6364678740501404,0.21942821145057678,0.8939173221588135,0.6344185471534729,0.21981807053089142,0.8985296487808228,0.633461594581604,0.21772900223731995,0.8977215886116028,0.6404348611831665,0.21827299892902374,0.8800919651985168,0.641495406627655,0.2176571488380432,0.8761029839515686,0.642604649066925,0.21693626046180725,0.8730869889259338,0.631307065486908,0.22031822800636292,0.9043784141540527,0.6447492241859436,0.21861539781093597,0.8780617117881775,0.6376816630363464,0.22845715284347534,0.8825294971466064,0.6415143013000488,0.22789351642131805,0.8634272813796997,0.621134877204895,0.24482223391532898,0.9993332028388977,0.6629843711853027,0.23384450376033783,0.9984186887741089,0.6067148447036743,0.2822023034095764,0.8749485015869141,0.6730544567108154,0.2862072288990021,0.276823490858078,0.5831446051597595,0.31602829694747925,0.8774470686912537,0.6559903621673584,0.2998911142349243,0.4461115896701813,0.57159823179245,0.32203978300094604,0.857621431350708,0.6545177698135376,0.29915791749954224,0.45308560132980347,0.5748195648193359,0.3151076138019562,0.853428840637207,0.6466373801231384,0.2980230450630188,0.45517414808273315,0.5801469087600708,0.31583818793296814,0.8019312620162964,0.6458873152732849,0.29802823066711426,0.4423721134662628,0.6478294134140015,0.33393529057502747,0.9998693466186523,0.6700101494789124,0.326961874961853,0.9998313188552856,0.6588597297668457,0.33528491854667664,0.6757769584655762,0.6643005609512329,0.34789642691612244,0.5220890641212463,0.6778048276901245,0.40453609824180603,0.7021310925483704,0.6859502196311951,0.4057476818561554,0.6194319128990173,0.6811928153038025,0.4122648537158966,0.7756237387657166,0.6869838833808899,0.41101568937301636,0.722446620464325,0.6901719570159912,0.44032368063926697,0.7349417805671692,0.6997473835945129,0.4442083537578583,0.6670138239860535
237,0.6372117400169373,0.22521696984767914,0.8369313478469849,0.6344255208969116,0.2194816619157791,0.8743991255760193,0.6327598094940186,0.21999265253543854,0.8804664015769958,0.6326848268508911,0.2190435379743576,0.8777871131896973,0.6386479735374451,0.2181570827960968,0.856387734413147,0.6406908631324768,0.2174091935157776,0.8502622246742249,0.6418534517288208,0.21644380688667297,0.8431691527366638,0.6305714845657349,0.2211807519197464,0.8876932263374329,0.6440999507904053,0.21837791800498962,0.8532101511955261,0.6361767053604126,0.2303474247455597,0.8624037504196167,0.6403846740722656,0.22865109145641327,0.835071325302124,0.6209859251976013,0.24558620154857635,0.9993743300437927,0.6652709245681763,0.23300155997276306,0.998479962348938,0.6076355576515198,0.29873937368392944,0.87996906042099,0.6753745079040527,0.2843807637691498,0.2508314847946167,0.5850179195404053,0.3207797110080719,0.8844491243362427,0.6594933271408081,0.29600489139556885,0.40343809127807617,0.5741201639175415,0.33671441674232483,0.8634716868400574,0.65859454870224,0.29628029465675354,0.41040292382240295,0.5764215588569641,0.3271329998970032,0.8597994446754456,0.6524867415428162,0.2956072986125946,0.411991149187088,0.5826316475868225,0.32288625836372375,0.8066156506538391,0.6519204378128052,0.2956902086734772,0.40074411034584045,0.6470431089401245,0.3427436053752899,0.9998807907104492,0.671042799949646,0.33119338750839233,0.9998452067375183,0.657954216003418,0.33544087409973145,0.6202658414840698,0.6694596409797668,0.34424227476119995,0.49347859621047974,0.6783226728439331,0.40460407733917236,0.7002979516983032,0.6865780353546143,0.40487512946128845,0.6238362193107605,0.6817706823348999,0.412651389837265,0.7920300364494324,0.6869130730628967,0.4110316336154938,0.7417346239089966,0.6906434297561646,0.4389397203922272,0.740731954574585,0.7007684111595154,0.4382212460041046,0.672825276851654
238,0.6371509432792664,0.2207869589328766,0.8355924487113953,0.6342166662216187,0.21550440788269043,0.875700831413269,0.6324903964996338,0.21636973321437836,0.8833858370780945,0.6325084567070007,0.2166243940591812,0.8795717358589172,0.638501763343811,0.21281519532203674,0.8550823926925659,0.6401692628860474,0.21151958405971527,0.8486824631690979,0.6413792967796326,0.2102455198764801,0.8356812000274658,0.6299389600753784,0.22008053958415985,0.8919045329093933,0.6443191766738892,0.2129490077495575,0.8466171026229858,0.6360700130462646,0.22631831467151642,0.86630779504776,0.6403019428253174,0.22361882030963898,0.8336146473884583,0.6193846464157104,0.2478267252445221,0.9994105696678162,0.6624117493629456,0.22007139027118683,0.9985701441764832,0.6160764694213867,0.30368760228157043,0.8714301586151123,0.6750926375389099,0.2760477364063263,0.22855907678604126,0.6079544425010681,0.3238868713378906,0.8860457539558411,0.6596519947052002,0.29119378328323364,0.3675094246864319,0.5939146280288696,0.3327348828315735,0.864915132522583,0.6614305973052979,0.29116612672805786,0.3743753135204315,0.6040740013122559,0.325222373008728,0.8614985942840576,0.6541051268577576,0.29085052013397217,0.37544527649879456,0.6089056730270386,0.3218759596347809,0.8080236911773682,0.6541517972946167,0.29164764285087585,0.36537882685661316,0.6425994634628296,0.33314403891563416,0.9998920559883118,0.6679663062095642,0.31578633189201355,0.9998592734336853,0.6764862537384033,0.32208532094955444,0.5747007131576538,0.6837548613548279,0.32775142788887024,0.4782353341579437,0.6838791370391846,0.403592973947525,0.7122759819030762,0.6911250352859497,0.40251287817955017,0.6440383195877075,0.6837976574897766,0.4119826555252075,0.8076731562614441,0.6883403062820435,0.41039708256721497,0.7603822350502014,0.6988133788108826,0.43254178762435913,0.7509463429450989,0.7086373567581177,0.43713968992233276,0.6875476837158203
239,0.645187497138977,0.22192929685115814,0.8075435757637024,0.6430755853652954,0.2205905020236969,0.8400591611862183,0.6415300965309143,0.22165051102638245,0.8470678329467773,0.6404534578323364,0.22259467840194702,0.8392754793167114,0.6473696231842041,0.21642720699310303,0.820735514163971,0.6489375829696655,0.21434052288532257,0.8170638680458069,0.6504602432250977,0.21231479942798615,0.801763117313385,0.6376255750656128,0.22346043586730957,0.8539020419120789,0.6524494290351868,0.21298138797283173,0.8173025250434875,0.6430004835128784,0.22637999057769775,0.8321974873542786,0.6471298933029175,0.22315767407417297,0.8006158471107483,0.6198727488517761,0.24023889005184174,0.9989238977432251,0.6690648198127747,0.2042275369167328,0.9984485507011414,0.611226499080658,0.256011426448822,0.8268442153930664,0.668792188167572,0.2176215648651123,0.20646308362483978,0.5997937917709351,0.26751136779785156,0.8483946323394775,0.6418711543083191,0.22151930630207062,0.3328569233417511,0.5860767960548401,0.27270880341529846,0.8275914788246155,0.6382140517234802,0.21687020361423492,0.34025660157203674,0.5918008089065552,0.2676100730895996,0.8255769610404968,0.630346417427063,0.22125734388828278,0.34102877974510193,0.5964294672012329,0.2636830508708954,0.7709945440292358,0.6300641298294067,0.22385573387145996,0.3325011432170868,0.6398895978927612,0.29769131541252136,0.9999001622200012,0.6691367030143738,0.28332123160362244,0.9998709559440613,0.6411078572273254,0.265959769487381,0.5248609185218811,0.6752488017082214,0.2890319228172302,0.45042991638183594,0.6461507678031921,0.3403019607067108,0.6734033226966858,0.6633438467979431,0.3500581979751587,0.645893931388855,0.6465553045272827,0.3515353798866272,0.7941997051239014,0.656359851360321,0.3586454689502716,0.7748103141784668,0.6587133407592773,0.36247822642326355,0.7194042205810547,0.6736500263214111,0.3771693706512451,0.6885144114494324
240,0.6536334753036499,0.2239370346069336,0.7811112999916077,0.6513838171958923,0.22204209864139557,0.8175080418586731,0.6498938798904419,0.22251220047473907,0.8232631087303162,0.6485315561294556,0.22166679799556732,0.8105652928352356,0.6552229523658752,0.21976320445537567,0.7992643713951111,0.6565428376197815,0.21830472350120544,0.7955524325370789,0.6578944325447083,0.2169276922941208,0.7786778211593628,0.644861102104187,0.2230938822031021,0.8325992226600647,0.6592987775802612,0.21575643122196198,0.8019389510154724,0.6515222787857056,0.22654828429222107,0.8034307956695557,0.6554223299026489,0.2243700474500656,0.7737753987312317,0.6348266005516052,0.23878981173038483,0.9986185431480408,0.6749297976493835,0.21021488308906555,0.9983870387077332,0.6235373020172119,0.2794501483440399,0.7900378108024597,0.6726635098457336,0.25237932801246643,0.18898016214370728,0.6098666787147522,0.2890225946903229,0.7965983152389526,0.6489459276199341,0.28320077061653137,0.3041801452636719,0.6002037525177002,0.30086350440979004,0.7749789953231812,0.6451082229614258,0.2827852964401245,0.31061312556266785,0.6045802235603333,0.2908271253108978,0.7747474312782288,0.6370472311973572,0.28437015414237976,0.31137433648109436,0.6096305847167969,0.2762410342693329,0.7206672430038452,0.6372398138046265,0.2850254476070404,0.3042273223400116,0.6526740789413452,0.3104395866394043,0.9999085664749146,0.6794174313545227,0.3009934723377228,0.9998825192451477,0.6555403470993042,0.2971383333206177,0.48134252429008484,0.6839128732681274,0.30637308955192566,0.4173167943954468,0.6739703416824341,0.3582168519496918,0.6630658507347107,0.6897248029708862,0.35920917987823486,0.6462904214859009,0.6788884401321411,0.3705892860889435,0.8046730160713196,0.6886473298072815,0.3622504472732544,0.7871372699737549,0.6892082095146179,0.39506852626800537,0.7057670950889587,0.6975352764129639,0.3780058026313782,0.678615152835846
241,0.6575742959976196,0.2198522984981537,0.7558517456054688,0.6544542908668518,0.216460183262825,0.7873672842979431,0.6535049080848694,0.21658043563365936,0.7913889288902283,0.6524837613105774,0.21625474095344543,0.7788368463516235,0.658524215221405,0.21492557227611542,0.7702834606170654,0.660702645778656,0.21400219202041626,0.7655828595161438,0.661159873008728,0.2135854959487915,0.7478339076042175,0.6482263207435608,0.21846605837345123,0.792582094669342,0.6621319055557251,0.214775949716568,0.7701223492622375,0.6541932821273804,0.2201807051897049,0.7798115015029907,0.6589356660842896,0.22198626399040222,0.7456243634223938,0.6336621046066284,0.2294449657201767,0.9984697103500366,0.6778512597084045,0.2132979780435562,0.9983937740325928,0.6235665082931519,0.2563795745372772,0.7508557438850403,0.6881462335586548,0.2478024810552597,0.17944425344467163,0.625677764415741,0.25949105620384216,0.7247553467750549,0.6651203632354736,0.282755583524704,0.2779260575771332,0.6229909658432007,0.2606814205646515,0.7042402029037476,0.658802330493927,0.2849390208721161,0.2832130491733551,0.6272867918014526,0.2573200762271881,0.704572319984436,0.6528953313827515,0.2902355194091797,0.2839673161506653,0.6296913623809814,0.2559928596019745,0.6562931537628174,0.6542870998382568,0.28915131092071533,0.2778162360191345,0.652366042137146,0.3083149492740631,0.999914288520813,0.6817214488983154,0.29852622747421265,0.9998891949653625,0.6426994204521179,0.3070265054702759,0.437437504529953,0.6724986433982849,0.3169988989830017,0.3798302710056305,0.6601174473762512,0.37320971488952637,0.6233553886413574,0.6807045936584473,0.3756096661090851,0.6209455728530884,0.664409875869751,0.382953941822052,0.7947798371315002,0.6797484159469604,0.3814789354801178,0.7913972735404968,0.6684391498565674,0.4041247069835663,0.6726872324943542,0.6882373690605164,0.4052819609642029,0.6584457755088806
242,0.6553775072097778,0.21971707046031952,0.747699499130249,0.6532847285270691,0.2162356972694397,0.7650510668754578,0.6520019769668579,0.21628797054290771,0.7694119215011597,0.6522311568260193,0.21598951518535614,0.7563672661781311,0.6579829454421997,0.2149566262960434,0.7492716908454895,0.6606875658035278,0.2140769511461258,0.7459139823913574,0.6608918905258179,0.21360944211483002,0.7304628491401672,0.6497549414634705,0.21520259976387024,0.7561062574386597,0.6633065342903137,0.21315151453018188,0.7486417293548584,0.6536527872085571,0.22083885967731476,0.7557782530784607,0.6580015420913696,0.22128397226333618,0.7199133634567261,0.64045250415802,0.22082087397575378,0.9983924031257629,0.6822468042373657,0.21554401516914368,0.9984314441680908,0.6255313754081726,0.21771977841854095,0.7087631225585938,0.692221462726593,0.2513357996940613,0.16287624835968018,0.618060827255249,0.22743627429008484,0.6648159027099609,0.6707679033279419,0.28720903396606445,0.25135764479637146,0.611319899559021,0.2310992181301117,0.6443553566932678,0.6659958362579346,0.29239678382873535,0.2570383548736572,0.6174962520599365,0.22823558747768402,0.6449686288833618,0.6591701507568359,0.29668861627578735,0.25762027502059937,0.6220036149024963,0.22729064524173737,0.6004353761672974,0.6599713563919067,0.2947520911693573,0.25208187103271484,0.660042941570282,0.31138575077056885,0.9999219179153442,0.6893566846847534,0.3051694631576538,0.9998995065689087,0.6450949311256409,0.3195006549358368,0.42159146070480347,0.6674946546554565,0.3375019133090973,0.3580666184425354,0.6667537689208984,0.3781511187553406,0.6432819962501526,0.6819776296615601,0.38339266180992126,0.6242912411689758,0.6677347421646118,0.3869211971759796,0.8130506873130798,0.6828112602233887,0.3846445679664612,0.8065710663795471,0.676074743270874,0.4077777862548828,0.694851815700531,0.6911700963973999,0.4106842875480652,0.6699013113975525
